reference,name,active,entityId,locationDesc
US-3642,Olustee Battlefield State Park,1,291,US-FL
US-3643,Orman House State Park,1,291,US-FL
US-3646,Paynes Creek State Park,1,291,US-FL
US-3647,Paynes Prairie Preserve State Park,1,291,US-FL
US-3648,Pumpkin Hill Creek Preserve State Park,1,291,US-FL
US-3649,River Rise Preserve State Park,1,291,US-FL
US-3650,Rock Springs Run State Park,1,291,US-FL
US-3651,San Felasco Hammock Preserve State Park,1,291,US-FL
US-3652,San Marcos de Apalache State Park,1,291,US-FL
US-3653,San Pedro Underwater Archaeological Preserve State Park,1,291,US-FL
US-3654,Savannas Preserve State Park,1,291,US-FL
US-3655,Seabranch Preserve State Park,1,291,US-FL
US-3656,Beker - South Fork State Park,1,291,US-FL
US-3657,St. Lucie Inlet Preserve State Park,1,291,US-FL
US-3658,St. Marks River Preserve State Park,1,291,US-FL
US-3659,St. Sebastian River Preserve State Park,1,291,US-FL
US-3662,Tarkiln Bayou Preserve State Park,1,291,US-FL
US-3663,Terra Ceia Preserve State Park,1,291,US-FL
US-3664,Topsail Hill Preserve State Park,1,291,US-FL
US-3665,Waccasassa Bay Preserve State Park,1,291,US-FL
US-3666,Weeki Wachee Springs State Park,1,291,US-FL
US-3668,Ybor City Museum State Park,1,291,US-FL
US-3669,Yellow Bluff Fort State Park,1,291,US-FL
US-3670,Yellow River Marsh Preserve State Park,1,291,US-FL
US-3671,Yulee Sugar Mill Ruins State Park,1,291,US-FL
US-3676,Chickasaw State Park,1,291,US-AL
US-3677,Paul M. Grist State Park,1,291,US-AL
US-3678,Roland Cooper State Park,1,291,US-AL
US-3726,Kolomoki Mounds State Park,1,291,US-GA
US-3727,Hart State Park,1,291,US-GA
US-3728,Providence Canyon State Park,1,291,US-GA
US-3781,Breaks Interstate State Park,1,291,US-KY
US-3843,Haw River at Iron Ore Access Belt State Park,1,291,US-NC
US-3877,Keowee-Toxaway State Park,1,291,US-SC
US-3878,Lake Greenwood State Park,1,291,US-SC
US-3879,Lake Hartwell State Park,1,291,US-SC
US-3880,Lake Wateree State Park,1,291,US-SC
US-3922,Radnor Lake State Park,1,291,US-TN
US-3972,Natural Bridge State Park,1,291,US-VA
US-4010,Heron Haven State Park,1,291,US-NE
US-4012,Elkhorn Crossing State Park,1,291,US-NE
US-4015,Platte River Landing State Park,1,291,US-NE
US-4017,Lincoln Saline Wetland State Park,1,291,US-NE
US-4092,Salem Unit of Apple River Canyon State Park,1,291,US-IL
US-4094,Eagle Creek State Park,1,291,US-IL
US-4098,Lincoln Trail Homestead State Park,1,291,US-IL
US-4100,Prophetstown State Park,1,291,US-IL
US-4101,Pyramid State Park,1,291,US-IL
US-4106,Weinberg-King State Park,1,291,US-IL
US-4138,Manito PHA State Park,1,291,US-IL
US-4247,Heritage Hill State Park,1,291,US-WI
US-4248,Lost Dauphin State Park,1,291,US-WI
US-4249,WI Interstate State Park,1,291,US-WI
US-4355,Big Spring State Park,1,291,US-PA
US-4357,Bucktail State Park,1,291,US-PA
US-4358,Jacobsburg Environmental State Park,1,291,US-PA
US-4359,Jennings Environmental State Park,1,291,US-PA
US-4361,Kings Gap Environmental State Park,1,291,US-PA
US-4362,Nolde Forest Environmental State Park,1,291,US-PA
US-4363,Norristown Farm State Park,1,291,US-PA
US-4365,North Point Battlefield State Park,1,291,US-MD
US-4366,Auburn Valley State Park,1,291,US-DE
US-4367,First State Heritage State Park,1,291,US-DE
US-4368,Wachusett Mountain Reservation State Park,1,291,US-MA
US-4374,Robert Moses (Thousand Islands) State Park,1,291,US-NY
US-4438,Buckland Station State Park,1,291,US-NV
US-4440,Elgin School House State Park,1,291,US-NV
US-4443,Old Las Vegas Mormon Fort State Park,1,291,US-NV
US-4519,Connetquot River State Park Preserve,1,291,US-NY
US-4520,Hallock State Park Preserve,1,291,US-NY
US-4584,Ashton-Tetonia Trail State Park,1,291,US-ID
US-4588,Taconic Mountains Ramble State Park,1,291,US-VT
US-4589,Molly's Falls Pond State Park,1,291,US-VT
US-4590,Muckross State Park,1,291,US-VT
US-5584,Camp Creek State Park and Forest State Park,1,291,US-WV
US-5623,Minnewaska State Park Preserve,1,291,US-NY
US-5641,Jesse Owens State Park,1,291,US-OH
US-5643,Lower Wisconsin State Riverway State Park,1,291,US-WI
FR-0012,la Sainte-Baume State Park Preserve,1,227,FR-PAC
AU-0208,Werribee Gorge State Park,1,150,AU-VIC
AU-0212,Warrandyte State Park,1,150,AU-VIC
AU-0269,Reef Hills State Park,1,150,AU-VIC
AU-0285,Paddys Ranges State Park,1,150,AU-VIC
AU-0302,Mount Worth State Park,1,150,AU-VIC
AU-0306,Mount Samaria State Park,1,150,AU-VIC
AU-0311,Mount Napier State Park,1,150,AU-VIC
AU-0316,Mount Lawson State Park,1,150,AU-VIC
AU-0319,Mount Granya State Park,1,150,AU-VIC
AU-0323,Mount Buangor State Park,1,150,AU-VIC
AU-0325,Mount Arapiles-Tooan State Park,1,150,AU-VIC
AU-0330,Moondarra State Park,1,150,AU-VIC
AU-0354,Lerderderg State Park,1,150,AU-VIC
AU-0356,Leaghur State Park,1,150,AU-VIC
AU-0358,Langi Ghiran State Park,1,150,AU-VIC
AU-0362,Lake Tyers State Park,1,150,AU-VIC
AU-0366,Kooyoora State Park,1,150,AU-VIC
AU-0389,Holey Plains State Park,1,150,AU-VIC
AU-0423,Enfield State Park,1,150,AU-VIC
AU-0435,Dergholm State Park,1,150,AU-VIC
AU-0463,Cathedral Range State Park,1,150,AU-VIC
AU-0467,Cape Nelson State Park,1,150,AU-VIC
AU-0477,Bunyip State Park,1,150,AU-VIC
AU-0484,Broken-Boosey State Park,1,150,AU-VIC
AU-0492,Black Range State Park,1,150,AU-VIC
AU-0511,Arthurs Seat State Park,1,150,AU-VIC
MY-0013,Royal Belum State Park,1,299,MY-PK
MY-0017,Taman Negeri Selangor State Park,1,299,MY-SL
MY-0021,"Melaka, Bukit Sedanan State Park",1,299,MY-ME
MY-0024,Tenggol Island State Park,1,299,MY-TE
MY-0129,Royal Belum Forest Reserve State Park ,1,,
MY-0010,Mount Setong State Park,1,299,MY-KN
MX-0001,Sierra Fria State Park,1,50,MX-AGU
MX-0004,Biosfera de Calakmul State Park,1,50,MX-CAM
MX-0010,Mexiquillo State Park,1,50,MX-DUR
MX-0011,Sierra de Santa Rosa State Park,1,50,MX-GUA
MX-0025,Reserva Culiacan State Park,1,50,MX-SIN
MX-0028,El Cielo State Park,1,50,MX-TAM
US-5644,Fisher Grove State Park,1,291,US-SD
US-5645,Spirit Mound Historic Prairie State Park,1,291,US-SD
US-5658,Lake Zorinsky State Park,1,291,US-NE
US-5713,Jay Nixon State Park,1,291,US-MO
US-5714,Shepherd of the Hills State Park,1,291,US-MO
US-5715,Roger Pryor Pioneer Backcountry State Park,1,291,US-MO
US-5716,Bruce R. Watkins Cultural Heritage Center State Park,1,291,US-MO
US-5717,Little Jerusalem Badlands State Park,1,291,US-KS
US-5718,Flint Hills Trail State Park,1,291,US-KS
US-5769,Utah Field House of Natural History State Park,1,291,US-UT
US-5913,Historic Union Pacific Rail Trail State Park,1,291,US-UT
US-5921,Anasazi State Park,1,291,US-UT
US-5922,Echo State Park,1,291,US-UT
US-5932,Jordan River Off-Highway Vehicle State Park,1,291,US-UT
US-5975,Territorial Statehouse State Park,1,291,US-UT
US-6150,Medicine Lodge Archaeological Site State Park,1,291,US-WY
MX-0034,El Tecuan State Park,1,50,MX-DUR
US-6284,Atlantic Ridge Preserve State Park,1,291,US-FL
US-6382,Harriet Tubman Underground Railroad State Park,1,291,US-MD
US-6383,Matapeake State Park,1,291,US-MD
US-6384,Pocomoke River State Park,1,291,US-MD
US-6385,Bohemia River State Park,1,291,US-MD
US-6388,Helen Avalynne Tawes Garden State Park,1,291,US-MD
US-6389,Jefferson Patterson Park and Museum State Park,1,291,US-MD
US-6390,South Mountain State Battlefield State Park,1,291,US-MD
US-6394,Sang Run State Park,1,291,US-MD
US-6397,Wolf Den Run State Park,1,291,US-MD
US-6402,Lava Tree State Park,1,110,US-HI
US-6419,Hulihe'e Palace State Park,1,110,US-HI
US-6428,La'ie Point State Park,1,110,US-HI
US-6430,Queen Emma Summer Palace State Park,1,110,US-HI
US-6434,Champoeg State Park,1,291,US-OR
US-6435,Emigrant Springs State Park,1,291,US-OR
US-6436,North Santiam State Park,1,291,US-OR
US-6457,Elk River Lodge State Park,1,291,US-AL
US-0120,Ginkgo Petrified Forest State Park,1,291,US-WA
US-0340,Spring Creek Hatchery State Park,1,291,US-WA
US-0378,Miller Peninsula State Park,1,291,US-WA
US-0379,Dugualla State Park,1,291,US-WA
US-0727,Lake Lenore Caves State Park,1,291,US-WA
US-2143,Swallows State Park,1,291,US-WA
US-2441,Scooteney Reservoir State Park,1,291,US-WA
US-6462,Garret Mountain Reservation State Park,1,291,US-NJ
US-6529,Truman Reservoir Management Lands State Park,1,291,US-MO
US-6860,Ferry Landing State Park,1,291,US-CT
US-6862,Horse Guard State Park,1,291,US-CT
US-6864,Mono Pond State Park Preserve,1,291,US-CT
US-6870,Quinebaug Lake State Park,1,291,US-CT
US-6871,Rocky Glen State Park,1,291,US-CT
US-6873,Stoddard Hill State Park,1,291,US-CT
US-6875,The Preserve Essex Land Trust State Park Preserve,1,291,US-CT
US-6876,Castle Island State Park,1,291,US-MA
US-6987,Cocumcussoc State Park,1,291,US-RI
US-6992,JL Curran State Park,1,291,US-RI
US-7148,Lake Vermilion Soudan Iron Mine State Park,1,291,US-MN
US-7253,Old Sitka State Park,1,6,US-AK
CR-0025,Parque Metropolitano La Sabana State Park,1,308,CR-SJ
US-7293,Hobbs State Park Wildlife Management Area,1,291,US-AR
US-7376,Burleigh H. Murray Ranch State Park,1,291,US-CA
US-7508,Pulaski State Park,1,291,US-RI
US-7529,Beckley Iron Furnace State Park,1,291,US-CT
US-7539,Platt Hill State Park,1,291,US-CT
US-7545,Wooster Mountain State Park,1,291,US-CT
US-7547,Captain George Comer Memorial State Park,1,291,US-CT
PR-0034,Parque Luis Munoz Rivera State Park,1,202,PR-PR
PR-0035,Parque Nacional Isla de Cabras State Park,1,202,PR-PR
PR-0036,Parque Julio E. Monagas State Park,1,202,PR-PR
PR-0037,Parque Lineal Enrique Marti Coll State Park,1,202,PR-PR
PR-0038,Parque Plaza La Libertad State Park,1,202,PR-PR
PR-0039,Parque Plaza Las Nereidas State Park,1,202,PR-PR
PR-0040,Parque Acuatico Infantil State Park,1,202,PR-PR
PR-0041,Parque Nacional Seven Seas State Park,1,202,PR-PR
PR-0042,Parque Nacional de Cerro Gordo State Park,1,202,PR-PR
PR-0043,Parque Nacional Balneario La Monserrate State Park,1,202,PR-PR
PR-0044,"Parque Nacional Balneario Manuel ""Nolo"""" Morales"" State Park",1,202,PR-PR
PR-0045,Parque Nacional Balneario Punta Salinas State Park,1,202,PR-PR
PR-0046,Parque Nacional Balneario Sun Bay State Park,1,202,PR-PR
PR-0047,Parque Nacional Balneario Cana Gorda State Park,1,202,PR-PR
US-7636,Widewater State Park,1,291,US-VA
US-7637,Riordan Mansion State Park,1,291,US-AZ
US-7717,Charlestown Breachway State Park,1,291,US-RI
US-7845,Fisher's Peak State Park,1,291,US-CO
US-7858,Dames Ferry Campground State Park,1,291,US-GA
US-7861,Suwannee River Eco-Lodge State Park,1,291,US-GA
US-7896,Standing Boy Creek State Park,1,291,US-GA
US-8068,Shirley Chisholm State Park,1,291,US-NY
US-8069,Genesee Valley Greenway State Park,1,291,US-NY
US-8070,Catskill State Park,1,291,US-NY
US-8071,Mohawk River State Park,1,291,US-NY
US-8072,Bristol Beach State Park,1,291,US-NY
US-8287,Capitol State Park,1,291,US-ME
US-8305,Darling State Park,1,291,US-VT
BE-0426,Domaine Provincial de Mirwart State Park,1,209,BE-WLX
US-8319,Palisades Interstate State Park,1,291,"US-NJ,US-NY"
US-8384,Constitution Beach State Park,1,291,US-MA
US-8385,Farnham-Connolly State Park,1,291,US-MA
US-8386,Fort Revere Park State Park,1,291,US-MA
US-8390,Mystic Lakes State Park,1,291,US-MA
US-8391,Quabbin State Park,1,291,US-MA
US-8392,South Cape Beach State Park,1,291,US-MA
US-8393,Stodder's Neck & Abigail Adams State Park,1,291,US-MA
US-9152,TouVelle State Park State Recreation Area,1,291,US-OR
US-9231,Utahraptor State Park,1,291,US-UT
US-9232,Lost Creek State Park,1,291,US-UT
US-9558,John B. Yeon State Park,1,291,US-OR
US-9559,Lost Creek State Park,1,291,US-OR
US-9565,Mongold State Park,1,291,US-OR
US-9583,W.B. Nelson State Park,1,291,US-OR
BR-0103,Chandless State Park,1,108,BR-AC
BR-0104,Guariba State Park,1,108,BR-AM
BR-0105,Nhamundá State Park,1,108,BR-AM
BR-0106,Rio Negro Setor Norte State Park,1,108,BR-AM
BR-0107,Rio Negro Setor Sul State Park,1,108,BR-AM
BR-0108,Sumaúma State Park,1,108,BR-AM
BR-0109,Serra do Araça State Park,1,108,BR-AM
BR-0110,Sucunduri State Park,1,108,BR-AM
BR-0111,Belém State Park,1,108,BR-PA
BR-0112,Monte Alegre State Park,1,108,BR-PA
BR-0113,Serra dos Martírios/Andorinhas State Park,1,108,BR-PA
BR-0114,Utinga State Park,1,108,BR-PA
BR-0115,Corumbiara State Park,1,108,BR-RO
BR-0116,Guajará-Mirim State Park,1,108,BR-RO
BR-0117,Serra dos Reis State Park,1,108,BR-RO
BR-0118,Cantão State Park,1,108,BR-TO
BR-0119,Jalapão State Park,1,108,BR-TO
BR-0120,Lajeado State Park,1,108,BR-TO
BR-0121,Serra do Conduru State Park,1,108,BR-BA
BR-0122,Serra dos Montes Altos State Park,1,108,BR-BA
BR-0123,Morro do Chapéu State Park,1,108,BR-BA
BR-0124,Sete Passagens State Park,1,108,BR-BA
BR-0125,das Carnaúbas State Park,1,108,BR-CE
BR-0126,Marinho da Pedra da Risca do Meio State Park,1,108,BR-CE
BR-0127,Sítio Fundão State Park,1,108,BR-CE
BR-0128,Bacanga State Park,1,108,BR-MA
BR-0129,Lagoa da Jansen State Park,1,108,BR-MA
BR-0130,Mirador State Park,1,108,BR-MA
BR-0131,Sítio do Rangedor State Park,1,108,BR-MA
BR-0133,Aratu State Park,1,108,BR-PB
BR-0134,Jacarapé State Park,1,108,BR-PB
BR-0135,Poeta e Repentista Juvenal de Oliveira State Park,1,108,BR-PB
BR-0136,Pedra da Boca State Park,1,108,BR-PB
BR-0137,Trilha dos Cinco Rios State Park,1,108,BR-PB
BR-0138,Mata do Pau-ferro State Park,1,108,BR-PB
BR-0139,Mata do Xém-xém State Park,1,108,BR-PB
BR-0140,Marinho de Areia Vermelha State Park,1,108,BR-PB
BR-0141,Pico do Jabre State Park,1,108,BR-PB
BR-0142,Dois Irmãos State Park,1,108,BR-PE
BR-0143,Mata da Pimenteira State Park,1,108,BR-PE
BR-0144,Mata de Zumbi State Park,1,108,BR-PE
BR-0145,Mata de Duas Lagoas State Park,1,108,BR-PE
BR-0146,Serra do Areal State Park,1,108,BR-PE
BR-0147,Zoobotânico de Teresina State Park,1,108,BR-PI
BR-0148,Potycabana State Park,1,108,BR-PI
BR-0149,Ecológico da Cachoeira do Urubu State Park,1,108,BR-PI
BR-0150,Serra de Santo Antônio State Park,1,108,BR-PI
BR-0151,Cânion do Rio Poti State Park,1,108,BR-PI
BR-0152,do Rangel (em implementação) State Park,1,108,BR-PI
BR-0153,Dunas de Natal State Park,1,108,BR-RN
BR-0154,Mata da Pipa State Park,1,108,BR-RN
BR-0155,das Dunas (Sergipe) State Park,1,108,BR-SE
BR-0156,Altamiro de Moura Pacheco State Park,1,108,BR-GO
BR-0157,Caldas Novas State Park,1,108,BR-GO
BR-0158,Do Descoberto State Park,1,108,BR-GO
BR-0159,Mata Atlântica State Park,1,108,BR-GO
BR-0160,Paraúna State Park,1,108,BR-GO
BR-0161,Dos Pireneus State Park,1,108,BR-GO
BR-0162,Serra Dourada State Park,1,108,BR-GO
BR-0163,Telma Ortegal State Park,1,108,BR-GO
BR-0164,Terra Ronca State Park,1,108,BR-GO
BR-0165,Águas do Cuiabá State Park,1,108,BR-MT
BR-0166,Águas Quentes State Park,1,108,BR-MT
BR-0167,Araguaia State Park,1,108,BR-MT
BR-0168,Cristalino State Park,1,108,BR-MT
BR-0169,Cristalino II State Park,1,108,BR-MT
BR-0170,Dom Osório Stoffel State Park,1,108,BR-MT
BR-0171,Encontro das Águas State Park,1,108,BR-MT
BR-0172,Gruta da Lagoa Azul State Park,1,108,BR-MT
BR-0173,Guirá State Park,1,108,BR-MT
BR-0174,Igarapés do Juruena State Park,1,108,BR-MT
BR-0175,Massairo Okamura State Park,1,108,BR-MT
BR-0176,Mãe Bonifácia State Park,1,108,BR-MT
BR-0178,Serra de Ricardo Franco State Park,1,108,BR-MT
BR-0179,Serra de Santa Bárbara State Park,1,108,BR-MT
BR-0180,Serra Azul State Park,1,108,BR-MT
BR-0181,Tucumã State Park,1,108,BR-MT
BR-0182,Xingu State Park,1,108,BR-MT
BR-0183,Zé Bolo Flô State Park,1,108,BR-MT
BR-0184,Nascentes do Rio Taquari State Park,1,108,BR-MS
BR-0185,Várzeas do Rio Ivinhema State Park,1,108,BR-MS
BR-0186,Pantanal do Rio Negro State Park,1,108,BR-MS
BR-0187,Matas do Segredo State Park,1,108,BR-MS
BR-0188,Prosa State Park,1,108,BR-MS
BR-0189,Itaúnas State Park,1,108,BR-ES
BR-0190,Pedra Azul State Park,1,108,BR-ES
BR-0191,Paulo Cesar Vinha State Park,1,108,BR-ES
BR-0192,Forno Grande State Park,1,108,BR-ES
BR-0193,Mata das Flores State Park,1,108,BR-ES
BR-0194,Cachoeira da Fumaça State Park,1,108,BR-ES
BR-0196,Biribiri State Park,1,108,BR-MG
BR-0197,Caminhos dos Gerais State Park,1,108,BR-MG
BR-0198,Campos Altos State Park,1,108,BR-MG
BR-0199,Cerca Grande State Park,1,108,BR-MG
BR-0200,Grão-Mogol State Park,1,108,BR-MG
BR-0201,Lapa Grande State Park,1,108,BR-MG
BR-0202,Ibitipoca State Park,1,108,BR-MG
BR-0203,Itacolomi State Park,1,108,BR-MG
BR-0204,Lagoa do Cajueiro State Park,1,108,BR-MG
BR-0205,Limoeiro State Park,1,108,BR-MG
BR-0206,Mata Seca State Park,1,108,BR-MG
BR-0207,Montezuma State Park,1,108,BR-MG
BR-0208,Nova Baden State Park,1,108,BR-MG
BR-0209,Paracatu State Park,1,108,BR-MG
BR-0210,Pau Furado State Park,1,108,BR-MG
BR-0211,Pico do Itambé State Park,1,108,BR-MG
BR-0212,Rio Corrente State Park,1,108,BR-MG
BR-0213,Rio Doce State Park,1,108,BR-MG
BR-0214,Rio Preto State Park,1,108,BR-MG
BR-0215,Serra do Rola Moça State Park,1,108,BR-MG
BR-0216,Serra das Araras State Park,1,108,BR-MG
BR-0217,Serra do Brigadeiro State Park,1,108,BR-MG
BR-0218,Serra do Cabral State Park,1,108,BR-MG
BR-0219,Serra da Candonga State Park,1,108,BR-MG
BR-0220,Serra do Intendente State Park,1,108,BR-MG
BR-0221,Serra do Ouro Branco State Park,1,108,BR-MG
BR-0222,Serra Negra State Park,1,108,BR-MG
BR-0223,Serra Nova State Park,1,108,BR-MG
BR-0224,Serra do Sobrado State Park,1,108,BR-MG
BR-0225,Serra Verde State Park,1,108,BR-MG
BR-0226,Sete Salões State Park,1,108,BR-MG
BR-0227,Serra do Papagaio State Park,1,108,BR-MG
BR-0228,Sumidouro State Park,1,108,BR-MG
BR-0229,Verde Grande State Park,1,108,BR-MG
BR-0230,Veredas do Peruaçu State Park,1,108,BR-MG
BR-0231,Cunhambembe State Park,1,108,BR-RJ
BR-0232,Costa do Sol State Park,1,108,BR-RJ
BR-0233,Desengano State Park,1,108,BR-RJ
BR-0234,Grajaú State Park,1,108,BR-RJ
BR-0235,Ilha Grande State Park,1,108,BR-RJ
BR-0236,Lagoa do Açu State Park,1,108,BR-RJ
BR-0237,Mendanha State Park,1,108,BR-RJ
BR-0238,Pedra Branca State Park,1,108,BR-RJ
BR-0239,Pedra Selada State Park,1,108,BR-RJ
BR-0240,Serra da Concórdia State Park,1,108,BR-RJ
BR-0241,Serra da Tiririca State Park,1,108,BR-RJ
BR-0242,Três Picos State Park,1,108,BR-RJ
BR-0243,Aguapeí State Park,1,108,BR-SP
BR-0244,Águas da Billings State Park,1,108,BR-SP
BR-0245,Águas da Prata State Park,1,108,BR-SP
BR-0246,Alberto Löfgren State Park,1,108,BR-SP
BR-0247,ARA (Assessoria da Reforma Agrária) State Park,1,108,BR-SP
BR-0248,Campina do Encantado State Park,1,108,BR-SP
BR-0249,Campos do Jordão State Park,1,108,BR-SP
BR-0250,Cantareira State Park,1,108,BR-SP
BR-0251,Carlos Botelho State Park,1,108,BR-SP
BR-0252,Caverna do Diabo State Park,1,108,BR-SP
BR-0253,Fontes do Ipiranga State Park,1,108,BR-SP
BR-0254,Furnas do Bom Jesus State Park,1,108,BR-SP
BR-0255,Ilha Anchieta State Park,1,108,BR-SP
BR-0256,Ilha do Cardoso State Park,1,108,BR-SP
BR-0257,Ilhabela State Park,1,108,BR-SP
BR-0258,Intervales State Park,1,108,BR-SP
BR-0259,Itaberaba State Park,1,108,BR-SP
BR-0260,Itapetinga State Park,1,108,BR-SP
BR-0261,Itinguçu State Park,1,108,BR-SP
BR-0262,Jaraguá State Park,1,108,BR-SP
BR-0263,Juquery State Park,1,108,BR-SP
BR-0264,Jurupará State Park,1,108,BR-SP
BR-0265,Lagamar de Cananeia State Park,1,108,BR-SP
BR-0266,Mananciais de Campos do Jordão State Park,1,108,BR-SP
BR-0267,Marinho da Laje de Santos State Park,1,108,BR-SP
BR-0268,Morro do Diabo State Park,1,108,BR-SP
BR-0269,Prelado State Park,1,108,BR-SP
BR-0270,Nascentes do Paranapanema State Park,1,108,BR-SP
BR-0271,Porto Ferreira State Park,1,108,BR-SP
BR-0272,Restinga de Bertioga State Park,1,108,BR-SP
BR-0273,Rio do Peixe State Park,1,108,BR-SP
BR-0274,Rio Turvo State Park,1,108,BR-SP
BR-0275,Turístico do Alto Ribeira State Park,1,108,BR-SP
BR-0276,Serra do Mar State Park,1,108,BR-SP
BR-0277,Vassununga State Park,1,108,BR-SP
BR-0278,Xixová-Japuí State Park,1,108,BR-SP
BR-0279,Agudo da Cotia State Park,1,108,BR-PR
BR-0280,Bosque das Araucárias State Park,1,108,BR-PR
BR-0281,Cabeça do Cachorro State Park,1,108,BR-PR
BR-0282,Graciosa State Park,1,108,BR-PR
BR-0283,Ilha do Mel State Park,1,108,BR-PR
BR-0284,Mina Velha State Park,1,108,BR-PR
BR-0285,Lauráceas State Park,1,108,BR-PR
BR-0286,Amaporã State Park,1,108,BR-PR
BR-0287,Campinhos State Park,1,108,BR-PR
BR-0288,Caxambu State Park,1,108,BR-PR
BR-0289,Ibiporã State Park,1,108,BR-PR
BR-0291,Vila Rica do Espírito Santo State Park,1,108,BR-PR
BR-0292,Vila Velha State Park,1,108,BR-PR
BR-0293,Boguaçu State Park,1,108,BR-PR
BR-0294,Cerrado State Park,1,108,BR-PR
BR-0295,Lago Azul State Park,1,108,BR-PR
BR-0296,Guartelá State Park,1,108,BR-PR
BR-0297,Vale do Codó State Park,1,108,BR-PR
BR-0298,Monge State Park,1,108,BR-PR
BR-0299,Pau-Oco State Park,1,108,BR-PR
BR-0300,Penhasco Verde State Park,1,108,BR-PR
BR-0301,Mata dos Godoy State Park,1,108,BR-PR
BR-0302,Mata São Francisco State Park,1,108,BR-PR
BR-0303,Pico Paraná State Park,1,108,BR-PR
BR-0304,Pico Marumbi State Park,1,108,BR-PR
BR-0305,Professor José Wachowics State Park,1,108,BR-PR
BR-0306,Rio Guarani State Park,1,108,BR-PR
BR-0307,Rio das Onças State Park,1,108,BR-PR
BR-0308,Roberto Ribas Lange State Park,1,108,BR-PR
BR-0309,Serra da Baitaca State Park,1,108,BR-PR
BR-0310,Espigão Alto State Park,1,108,BR-RS
BR-0311,Itapeva State Park,1,108,BR-RS
BR-0312,Itapuã State Park,1,108,BR-RS
BR-0313,Delta do Jacuí State Park,1,108,BR-RS
BR-0314,Camaquã State Park,1,108,BR-RS
BR-0315,Caracol State Park,1,108,BR-RS
BR-0316,Espinilho State Park,1,108,BR-RS
BR-0317,Guarita State Park,1,108,BR-RS
BR-0318,Ibitiriá State Park,1,108,BR-RS
BR-0319,Nonoai State Park,1,108,BR-RS
BR-0320,Papagaio-Charão State Park,1,108,BR-RS
BR-0321,Podocarpus State Park,1,108,BR-RS
BR-0322,Rondinha State Park,1,108,BR-RS
BR-0323,Tainhas State Park,1,108,BR-RS
BR-0324,Turvo State Park,1,108,BR-RS
BR-0325,Quarta Colônia State Park,1,108,BR-RS
BR-0326,Acaraí State Park,1,108,BR-SC
BR-0327,Araucárias State Park,1,108,BR-RS
BR-0328,Fritz Plaumann State Park,1,108,BR-SC
BR-0329,Rio Canoas State Park,1,108,BR-SC
BR-0330,do Rio Vermelho State Park,1,108,BR-SC
BR-0331,Serra do Tabuleiro State Park,1,108,BR-SC
BR-0332,Serra Furada State Park,1,108,BR-SC
US-9679,Pecos Canyon State Park,1,291,US-NM
IE-0103,Red Kite Walk State Park,1,245,IE-L
IE-0104,Garryhinch Forest State Park,1,245,IE-L
BR-0752,Botânico do Ceara State Park,1,108,BR-CE
BR-0755,Rio Cocó State Park,1,108,BR-CE
CL-0115,El Panul State Park,1,112,CL-RM
MX-0078,Rodolfo Landeros Gallegos State Park,1,50,MX-AGU
MX-0079,Tangamanga I State Park,1,50,MX-SLP
MX-0080,Queretaro 2000 State Park,1,50,MX-QUE
MX-0084,La Huasteca State Park,1,50,MX-NLE
BR-0767,Villa Lobos State Park,1,108,BR-SP
GT-0006,Cerro El Baúl State Park,1,76,GT-QZ
FI-0139,Valtavaaran ja Pyhävaaran State Park Preserve,1,224,FI-NO
US-9684,Sojourner Truth State Park,1,291,US-NY
IN-0114,RAJIV GANDHI ZOOLOGICAL PARK State Park,1,324,IN-MH
DE-0238,Wilhelmsbad State Park,1,230,DE-HE
MX-0095,Hermanos Escobar Central State Park,1,50,MX-CHH
BR-0778,Nascente do Tiete State Park,1,108,BR-SP
US-9704,Lizard Mound State Park,1,291,US-WI
US-9718,Savage Gulf State Park,1,291,US-TN
US-9719,Susquehanna Riverlands State Park,1,291,US-PA
US-9720,Vosburg Neck State Park,1,291,US-PA
US-9721,Big Elk Creek State Park,1,291,US-PA
SI-0165,Velika Vremščica State Park,1,499,SI-SP
MX-0246,Parque Metropolitano de Guadajara State Park,1,50,MX-JAL
MX-0247,Parque Natural Huentitan State Park,1,50,MX-JAL
MX-0248,Parque Alcalde State Park,1,50,MX-JAL
MX-0249,Parque Montenegro State Park,1,50,MX-JAL
MX-0252,Bicentenario State Park,1,50,MX-GUA
MX-0254,El Cuchillo State Park,1,50,MX-NLE
MX-0257,La Pastora State Park Preserve,1,50,MX-NLE
BR-0804,Serra do Rola-Moça State Park,1,108,BR-MG
MX-0258,Parque Niños Héroes State Park,1,50,MX-NLE
MX-0259,Estanzuela State Park,1,50,MX-NLE
US-9752,Lehigh Portland State Park,1,291,US-KS
US-9753,Katy Trail Rock Island Spur State Park,1,291,US-MO
US-9755,Summersville Lake State Park,1,291,US-WV
MX-0434,Bosque y Zoológico en Mexicali State Park,1,50,MX-BCN
MX-0435,Laguna Mexico State Park,1,50,MX-BCN
MX-0437,Hermenegildo Galeana State Park,1,50,MX-MEX
MX-0438,Sierra Morelos State Park,1,50,MX-MEX
MX-0440,San Sebastián Luvianos State Park,1,50,MX-MEX
MX-0441,Monte Alto State Park,1,50,MX-MEX
MX-0442,Centro Ceremonial Mazahua State Park,1,50,MX-MEX
US-9759,May Forest State Park,1,291,US-SC
US-9787,Bald Peak State Park,1,291,US-OR
