reference,name,active,entityId,locationDesc
US-9798,Centennial Olympic State Park,1,291,US-GA
US-9799,Stone Mountain (GA) State Park,1,291,US-GA
SI-0514,Učna vodna pot Dobrava- Radlje ob Dravi State Park Preserve,1,499,SI-KO
US-9847,Clark Creek Natural Area State Park,1,291,US-MS
US-9896,Auerfarm State Park Scenic Reserve,1,291,US-CT
US-9936,Sweet Run State Park,1,291,US-VA
US-9976,Pilot Butte State Park,1,291,US-OR
US-9979,Portland Women's Forum State Park,1,291,US-OR
US-10012,Peter Skene Ogden State Park,1,291,US-OR
US-10029,Prichard State Park,1,291,US-OR
US-10073,Whittemore Glen State Park Scenic Reserve,1,291,US-CT
US-10078,Rockefeller State Park Preserve,1,291,US-NY
US-10080,Long Point on Lake Chautauqua State Park,1,291,US-NY
US-10081,Long Point (Thousand Islands) State Park,1,291,US-NY
US-10082,Two Rivers State Park,1,291,US-NY
US-10092,Seaside State Park,1,291,US-CT
US-10093,Rock Island Trail State Park,1,291,US-IL
US-10175,Milltown State Park State Park,1,291,US-MT
US-10176,Granite Ghost Town State Park,1,291,US-MT
US-10203,Quartz Mountain State Park,1,291,US-OK
US-10236,Lake Sylvia State Park,1,291,US-AR
US-10407,Columbia Plateau State Park Trail State Trail,1,291,US-WA
US-10409,Jackson House State Park Heritage State Historic Site,1,291,US-WA
US-10410,Nisqually State Park,1,291,US-WA
US-10411,Willapa Hills State Park Trail State Trail,1,291,US-WA
US-10463,Price's Scrub State Park,1,291,US-FL
US-10513,Granite Mountain Hotshots State Park,1,291,US-AZ
US-10530,Coeur d'Alene Parkway State Park,1,291,US-ID
US-10605,Muriel O. Ponsler Memorial State Park,1,291,US-OR
US-10606,Cline Falls State Park,1,291,US-OR
US-10607,Bradley State Park,1,291,US-OR
US-10608,Boiler Bay State Park,1,291,US-OR
US-10609,Bolon Island Tideways State Park,1,291,US-OR
US-10706,Klickitat State Park State Trail,1,291,US-WA
US-10777,Fort Defiance State Park,1,291,US-IL
US-10786,Siloam Springs Buckhorn Unit State Park,1,291,US-IL
US-10787,Weinberg-King Scripps Unit State Park,1,291,US-IL
US-10828,Quebec 01 Missile Alert Facility State Park,1,291,US-WY
US-10911,Ke’ehi Lagoon Memorial State Park,1,110,US-HI
BR-0808,Belém Manoel Pitta State Park,1,108,BR-SP
US-11037,Bear's Den Natural Area State Park,1,291,US-NH
DE-0549,Volkspark Jungfernheide State Park,1,230,DE-BE
US-11050,Ice Age Fossils State Park,1,291,US-NV
BR-0809,Serra do Rola Moça State Park,1,108,BR-MG
US-11124,Rockin' River Ranch State Park,1,291,US-AZ
US-11146,Somers Beach State Park,1,291,US-MT
US-11223,Ruth B. Kirby Gilchrist Blue Springs State Park,1,291,US-FL
US-11231,Sideling Hill Creek State Park,1,291,US-MD
US-11292,Historic Blakeley State Park Historic Site,1,291,US-AL
US-11338,Stow Creek State Park,1,291,US-NJ
US-11351,Weinberg-King Spunky Bottoms Unit State Park,1,291,US-IL
US-11673,Great Council State Park,1,291,US-OH
BR-0821,Fonte Grande State Park,1,108,BR-ES
US-11719,Culpeper Battlefield State Park,1,291,US-VA
BR-0822,Chácara da Baronesa State Park,1,108,BR-SP
MY-0146,Setiu Wetlands State Park,1,299,MY-TE
MY-0149,Taman Negeri Ulu Muda (Pengkalan Gubir) State Park,1,299,MY-KH
MY-0150,Taman Negeri Bukit Panchor State Park,1,299,MY-PG
US-11858,Middle Fork Bottoms State Park,1,291,US-TN
US-11862,Juneau Channel Islands State Park,1,6,US-AK
MX-0446,Sierra de Guadalupe State Park,1,50,MX-MEX
US-11875,Blackburn State Park,1,291,US-IA
MX-0448,El Ocotal State Park,1,50,MX-MEX
MX-0450,Ciénega del Fuerte State Park,1,50,MX-VER
US-11879,North Chickamauga Creek Gorge State Park,1,291,US-TN
MX-0454,Bordo Benito Juárez State Park Preserve,1,50,MX-QUE
MX-0455,El Tángano State Park,1,50,MX-QUE
MX-0456,Montenegro State Park Preserve,1,50,MX-QUE
MX-0457,Parque Metropolitano State Park,1,50,MX-GUA
US-11944,Dankworth Pond State Park,1,291,US-AZ
US-11969,Umpqua State Scenic Corridor State Park,1,291,US-OR
MX-0464,Parque Ecológico La Aurora State Park,1,50,MX-COA
MX-0465,Ciudad Deportiva Francisco I. Madero State Park,1,50,MX-COA
MX-0466,Parque Las Maravillas State Park,1,50,MX-COA
BR-0824,Ibicatu State Park,1,108,BR-PR
MX-0489,Lagunas de Yalahau State Park,1,50,MX-YUC
MY-0151,Royal Belum State Park,1,299,MY-PK
AU-10053,unnamed park WA51497 State Park,1,150,AU-WA
SA-0067,Aba Samri State Park,1,378,SA-RI
US-12282,Possession Point State Park,1,291,US-WA
MX-0504,Parque Ecológico Macuiltepetl State Park,1,50,MX-VER
MX-0506,MOLINO DE SAN ROQUE State Park,1,50,MX-VER
US-12308,Helen McCabe State Park,1,291,US-WA
US-12309,Haley State Park,1,291,US-WA
US-12335,Pistol River State Park,1,291,US-OR
BR-0832,São Camilo State Park,1,108,BR-PR
US-12361,Scott's Gulf Wilderness State Park,1,291,US-TN
US-12372,Cave Rock State Park,1,291,US-NV
US-12373,Sand Harbor State Park,1,291,US-NV
BR-0833,Sao Camilo State Park,1,108,BR-PR
US-12453,Rocky Point Viewpoint State Park,1,291,US-OR
US-12465,Face Rock State Park,1,291,US-OR
US-12510,South Slough Reserve State Park Preserve,1,291,US-OR
MX-0514,Presa Plutarco Elías Calles State Park,1,50,MX-AGU
US-12594,Maria C Jackson State Park Preserve,1,291,US-OR
US-12608,Burrows Island Marine State Park,1,291,US-WA
BR-0836,Das Aguas State Park,1,108,BR-CE
MX-0516,Parque Cultural Hidalguense Ben Gurion State Park,1,50,MX-HID
US-12637,Wallis Sands State Park,1,291,US-NH
US-12663,Ocoee River State Park,1,291,US-TN
BR-0838,Cocó State Park,1,108,BR-CE
FI-1019,Vihermetsän luonnonsuojelualue State Park Preserve,1,224,FI-SK
FI-1085,Mäntypuron luonnonsuojelualue (Kalevalapuisto) State Park Preserve,1,224,FI-KA
US-12713,Fiery Gizzard State Park,1,291,US-TN
US-12714,Head of the Crow State Park,1,291,US-TN
US-12716,Hayfields State Park,1,291,US-VA
FI-1155,Haapaveden lintuvesien ja soiden luonnonsuojelualue State Park Preserve,1,224,FI-NO
US-12747,Bridal Veil Falls State Park,1,291,US-OR
US-12749,Conde McCullough Memorial Wayside State Park,1,291,US-OR
FI-1221,Alppilan luonnonsuojelualue State Park Preserve,1,224,FI-SK
US-12830,Old Ruby State Park State Heritage Area,1,291,US-WA
US-12941,Judith Landing State Park,1,291,US-MT
US-13011,Shoal River Headwaters State Park,1,291,US-FL
US-13016,Pine Island State Park,1,291,US-SC
